,twitter_id,sex,partito
80,marta_mataloni,F,-1
81,ladytakumino,F,-1
82,nzuanzu,F,-1
83,djgogi,M,-1
84,Mr_Santoro51,M,-1
85,tullio34393092,M,-1
86,LIndifferente1,U,-1
87,6Stars13,U,-1
88,PCampanozzi,M,-1
89,1963_caterina,F,-1
90,OrnellaMirra,F,-1
91,soros_i,U,-1
92,Annalessandraz,F,-1
93,fedeiix,F,-1
94,G_Saudella,M,-1
95,CristallRusso,F,-1
96,Giutah,F,-1
97,Osteoporotico,M,-1
98,IoSonoerMejo,M,-1
99,emme_cru,U,-1
100,Filippo873,M,-1
101,Ruby6415,U,-1
102,RealRayAleX,M,-1
103,Andreagiachetta,M,-1
104,aleappo53,M,-1
105,massivethinking,M,-1
106,Liviu9511,M,-1
107,AsselliTommaso,M,-1
108,fabiogioia91,M,-1
109,ManuelVaccaro1,M,-1
110,MicheleMarchia1,M,-1
111,SamueleTizian,M,-1
112,michele_calvo,M,-1
113,LilaEsp89023635,F,-1
114,IgakeF,M,-1
115,carrano_massimo,M,-1
116,AleDeni95,M,-1
117,Antoine50577512,U,-1
118,MagnumOlly,M,-1
119,Marcella703,F,-1
120,definafrancesca,F,-1
121,JodiceMariano,M,-1
122,AndreaPiletta,M,-1
123,MikeBonomo3,M,-1
124,alb3rtocosta,M,-1
125,estranea1,F,-1
126,MasulliAntonio,M,-1
127,g_bonsignore,M,-1
128,marcaccio_m,M,-1
129,CaosOrdine,U,-1
130,FabioLiparoti1,M,-1
131,FFilomarino,M,-1
132,fabrizi73943548,U,-1
133,Claudia79609112,F,-1
134,munacello72,M,-1
135,GiaPalombino,M,-1
136,DebHosho,M,-1
137,GrippaVale836,F,-1
138,LoPreiatoA,M,-1
139,Elisabe65789213,F,-1
140,Gaetano_Salvmni,M,-1
141,RuggieroSar,M,-1
142,SchiliroAndrea,M,-1
143,@dino_giardina,M,-1
144,@Tetovaccari,M,-1
145,@PetrazzuoloF,M,-1
146,@AlessioMose,M,-1
147,@crialicata,F,-1
148,@ettoremaria,M,-1
149,@jazzyontherock,M,-1
150,@CapalvoPio,M,-1
151,@daribor,M,-1
152,@MatteoVentanni,M,-1
153,@Stefano99089719,M,-1
154,@SBalassone,M,-1
155,@FABRIZIOTOMASS4,M,-1
156,@Alberto40617108,M,-1
157,@gabriele_lucia,F,-1
158,@GisellaChiulli,F,-1
159,@mapparoma,U,-1
160,@giordanodifiore,M,-1
161,@stefaniafiaming,F,-1
162,@massimogaldo,M,-1
163,@LemieMacine,M,-1
164,@TiefackerSonne,F,-1
165,@Davo_Unrest,M,-1
166,@sara_lenzoni,F,-1
167,@ToninoAilara,M,-1
168,@Pardini57R,M,-1
169,@gnz965,M,-1
170,@MafraLiga,F,-1
171,@enalbertonico,M,-1
172,@ioconsigliere,M,-1
173,@cristianoorla,U,-1
174,@Lilli23048734,F,-1
175,@Lau_Tabe,F,-1
176,@MCastigliego,M,-1
177,@DIBENEDETTODANI,F,-1
178,@afb65984207c4f7,M,-1
179,@FunisLorenzo,M,-1
180,@Ianniz8,M,-1
181,@FDissera,F,-1
182,@FraGiovannetti,F,-1
183,@NathanZuckerma1,M,-1
184,@miscar80,U,-1
185,@filluz,M,-1
186,@posejato,M,-1
187,@VigileVittorino,M,-1
188,@PiccalugaA,M,-1
189,@fspina5,M,-1
190,@clementinacolo4,F,-1
191,@Mei68404797,U,-1
192,@DannyHCortese,M,-1
193,@bigsem1968,M,-1
194,@Sarah35727485,F,-1
195,@giovampierogma1,M,-1
196,@gianluca_crotti,M,-1
197,@deo_favente_oo,M,-1
198,@bafio8,M,-1
199,@sillicio,U,-1
200,@gvitoli,M,-1
201,@angeloiannie99,M,-1
202,@VittoriaGua,F,-1
203,@giorgio_mereu,M,-1
204,@Roberto_Rosso,M,-1
205,@SergioSierra67,M,-1
206,@Mukkibus,M,-1
207,@francesconenci3,M,-1
208,@paopozzi,M,-1
209,@cChiaraLombardi,F,-1
210,@federico_amico,M,-1
211,@perdonaeama,U,-1
212,@Look1406,M,-1
213,@OrruPiras,M,-1
214,@Vanessa39441631,F,-1
215,@GiacomoFury,M,-1
216,@DelucchiSandro,M,-1
217,@Domenic76523301,M,-1
218,@federicamassare,F,-1
219,@malenkijandrej,M,-1
220,@Lecca_Matteo,M,-1
221,@transaminasi2,U,-1
222,@CimmeroIl,U,-1
223,@Philip___K,M,-1
224,@Macchiavelli_,M,-1
225,@RpgianneoRosa,M,-1
226,@VanessaSaverino,F,-1
227,@OrePastorelli,M,-1
228,@nicodepalma,M,-1
229,@Silvia41026447,F,-1
230,@Antonio_DiPalma,M,-1
231,@ZanellaVincenzo,M,-1
232,@VALERIODIEGO_84,M,-1
233,@Denny64207116,M,-1
234,@laufab1183,F,-1
235,@Aquila6811,M,-1
236,@InfdFamiglia,M,-1
237,@CaponeEnzocap,M,-1
238,@ilpreve,M,-1
239,@WorldCi53018839,U,-1
240,@LucaBosio82,M,-1
241,@carmen43708986,F,-1
242,@Silvia_bld,F,-1
243,@frankurioso,M,-1
244,@pmisicilia,M,-1
245,@AIaculli,F,-1
246,@stefanocamattin,M,-1
247,@galloz89,M,-1
248,@FraRampini,M,-1
249,@PietroGuberti,M,-1
250,@AbeleCaffi,M,-1
251,@CarotenutoBruno,M,-1
252,@verostash,F,-1
253,@ondaOmar7,M,-1
254,@Simone_Rota,M,-1
255,@ventufrancesco3,M,-1
256,@annabando_,F,-1
257,@mali2110,M,-1
258,@PatrizioVisco,M,-1
259,@GiadagiordanoBb,F,-1
260,@niky40786498,F,-1
261,@EmiliaBasile12,F,-1
262,@miphellas,F,-1
263,@darcazzaro,M,-1
264,@MaxGag51,M,-1
265,@AndoCorri,M,-1
266,@Barbara28220387,F,-1
267,@aureomuzzi,M,-1
268,@cinziasartini,F,-1
269,@ZummoRenata,F,-1
270,@alanelmoreno,M,-1
271,@euphimia_,U,-1
272,@lilmaurilm,M,-1
273,@Pietro16261256,M,-1
274,@domengan,M,-1
275,@gvnskf,M,-1
276,@GiuseppeRepaci2,M,-1
277,@coldsnowrain,F,-1
278,@Andrevatel,M,-1
279,@agomar49,M,-1
280,@FedeNardella,F,-1
281,@FrancescaMPoma,F,-1
282,@bufalinicarla,F,-1
283,@williambests,M,-1
284,@Finocchito1,M,-1
285,@AntonioStelvio6,M,-1
286,@Stef_Fried,M,-1
287,@kant_mn,M,-1
288,@RStrones,U,-1
289,@ceciliapalmerio,F,-1
290,@dreoni_dreoni,F,-1
291,@andreacarria,M,-1
292,@florfleur29,F,-1
293,@RicRamella,M,-1
294,@SaraTrappotto,F,-1
295,@phra_32,U,-1
296,@NegriDonatella,F,-1
297,@Officine3D,U,-1
298,@DecomiteFranco,F,-1
299,@Annyna30,F,-1
300,@carrarars,F,-1
301,@dario_mariotti,M,-1
302,@BonavitaPier,M,-1
303,@vivinavo,F,-1
304,@b19f514877d2488,F,-1
305,@PatriziaMencon4,F,-1
306,@Leongra1981,M,-1
307,@DavGias,M,-1
308,@sergiodogali,M,-1
309,@martamucci10,F,-1
310,@orangehorse_,F,-1
311,@EliaForcignano,M,-1
312,@acqua27,F,-1
313,@alessandrapet4,F,-1
314,@Livia_DiGioia,F,-1
315,@Frances73033585,M,-1
316,@AndreaBottaro10,M,-1
317,@raimondotwit,M,-1
318,@Luciano56072139,M,-1
319,@ppzpil,M,-1
320,@pequodesque,M,-1
321,@mstelladibella,F,-1
322,@paolovad,M,-1
323,@OscarMa40112329,M,-1
324,@ugogufo19,M,-1
325,@kaporrella,F,-1
326,@MartinaGritti2,F,-1
327,@giuliobecchi,M,-1
328,@NiccolGiacchett,M,-1
329,@giramondo52,M,-1
330,@AntonellaN3,F,-1
331,@AielloWilliam,M,-1
332,@marco_gaviglio,M,-1
333,@montesano11,M,-1
334,@ilcanezagor,M,-1
335,@FranRossan,F,-1
336,@ELENAGORINI2,F,-1
337,@CELERIN54050690,F,-1
338,@SimoneTrombotto,M,-1
339,@CarlaVarese,F,-1
340,@TangianuL,M,-1
341,@PecciGerardo,M,-1
342,@CaterinaCathy,F,-1
343,@emilian99574213,M,-1
344,@Grazia11711958,F,-1
345,@beghellum,M,-1
346,@RaffaeleMrNice,M,-1
347,@americanelcuore,F,-1
348,@maragiovannini1,F,-1
349,@GiuseCorona,M,-1
350,@Phrancescoo,M,-1
351,@crigo62,M,-1
352,@marianski65,M,-1
353,@RosaMariaGiuff2,F,-1
354,@ulissepersevera,M,-1
355,@BugliLorenzo,M,-1
356,@PalumbieriElio,M,-1
357,@LuanaTognazzi,F,-1
358,@summerofciuccio,M,-1
359,@pazzo_cavallo_,F,-1
360,@GenioDelleT,M,-1
361,@francescaaronex,F,-1
362,@monica00724585,F,-1
363,@Frances24698339,M,-1
364,@Angelo77306451,M,-1
365,@Rory26500304,F,-1
366,@c_sergio,M,-1
367,@deMontjuic,M,-1
368,@albertopesci,M,-1
369,@Giangaetano9,M,-1
370,@MargheritaMaz18,F,-1
371,@GiustinaManuela,F,-1
372,@Mario63340270,M,-1
373,@camigirino,F,-1
374,@Lfc8Morelli,M,-1
375,@AntonioTolomeo5,M,-1
376,@NemoFP,M,-1
377,@leo_fav,M,-1
378,@MaryAnn83482966,F,-1
379,@MCaroletta,M,-1
380,@AntonellaDam5,F,-1
381,@Antonino__Pio,M,-1
382,@salvatoretomm,M,-1
383,@cyranorosta,F,-1
384,@Paoladefecondo,F,-1
385,@Marlene67492294,F,-1
386,@marcogiulio5,M,-1
387,@AlexBorgogno,M,-1
388,@deephinterland,M,-1
389,@inveritas15,U,-1
390,@curzio59,M,-1
391,@pabdep1,M,-1
392,@RaffaMalaguti,F,-1
393,@tizzitizz,F,-1
394,@Mik89636655,M,-1
395,@apoelvi,F,-1
396,@Maria11688076,F,-1
397,@MarcelloGuaiana,M,-1
398,@roberto_ieraci,M,-1
399,@mrfrancescato,M,-1
400,@Antinisca3,F,-1
401,@vorrei_il,F,-1
402,@Rivalevante,M,-1
403,@MartinaMaina,F,-1
404,@VitaDelNumero4,M,-1
405,@Gio28064621,F,-1
406,@HaterInnamorato,M,-1
407,@LimatolaFra,M,-1
408,@William09041970,M,-1
409,@ElenaStan1986,F,-1
410,@Feltsuit50,M,-1
411,@Lorenzo75660220,M,-1
412,@Alessiovallero,M,-1
413,@AnnaBruschi1,F,-1
414,@JNightafter,M,-1
415,@doctormaw,M,-1
416,@Aleportinaro,M,-1
417,@robertopallari1,M,-1
418,@donna_focaccina,F,-1
419,@kabornat,M,-1
420,@dzanusso,M,-1
421,@BettigaCaterina,F,-1
422,@lello10,M,-1
423,@GiorgioGiancar1,M,-1
424,@spellegri70,M,-1
425,@DeadSkinMask10,M,-1
426,@Fab_1978,M,-1
427,@nives1962,F,-1
428,@grafi_fra,F,-1
429,@Giorgio6911,M,-1
430,@ffrann0109,M,-1
431,@avanguardiemig1,U,-1
432,@menellamarullo,F,-1
433,@castaldo_biagio,M,-1
434,@VincenzoZappin1,M,-1
435,@toninoadinolfi,M,-1
436,@JacopoEmme,M,-1
437,@Stefenomenez,M,-1
438,@dazedplatypus1,M,-1
439,@Giovidimarco1,M,-1
440,@isiplaya,M,-1
441,@Francesco84,M,-1
442,@ErRiccetto,M,-1
443,@IncazzatoCronic,M,-1
444,@silvanavirz,F,-1
445,@ArcoriaAntonio,M,-1
446,@marsina_99,F,-1
447,@italiavivage,U,-1
448,@panagiac,M,-1
449,@enrico_marcia,M,-1
450,@emanuele_bela,M,-1
451,@xitsbritneybtch,F,-1
452,@Alessan39245777,F,-1
453,@chezmaxim,M,-1
454,@PinoMin2,M,-1
455,@flavioperusi,M,-1
456,@pienadiciliegie,F,-1
457,@olafdithule,U,-1
458,@EljesaShaba,F,-1
459,@FulvioGrosso1,M,-1
460,@marina_vitt,F,-1
461,@BatistiPaolo,M,-1
462,@drRavaioli,F,-1
463,@silvana_meloni,F,-1
464,@carlofustone1,M,-1
465,@SalBarres,M,-1
466,@vitor60,M,-1
467,@stif2323,M,-1
468,@EstateNel,M,-1
469,@carlomagno79,M,-1
470,@VavalaLuigi,M,-1
471,@balsamomarina,F,-1
472,@LAFAYpierre,M,-1
473,@daniele_valli,M,-1
474,@Cesco_Na,M,-1
475,@Felicettovita,M,-1
476,@Diablo86622504,M,-1
477,@marro_giovanni,M,-1
478,@mario_castagna,M,-1
479,@AlessioMaffei,M ,-1
480,@AntonellaStara2,F,-1
481,@Alessan19635294,M,-1
482,@Ferrucc16083725,M,-1
483,@LorenzoMazzott1,M,-1
484,@BepiCanarin,M,-1
485,@rodolfo_gaetano,M,-1
486,@WalterGily,M ,-1
487,@Antonio72277598,M,-1
488,@MSpok,M,-1
489,@Mattia10071151,M,-1
490,@MarziaOttavi,F,-1
491,@ossimora,F,-1
492,@ludovicarausa1,F,-1
493,@61DAngelo,F,-1
494,@cinziorecoaro,M,-1
495,@paoloded,M,-1
496,@valentina_cozza,F,-1
497,@movealo53538043,U,-1
498,@SilviaRigano,F,-1
499,@beppegala,M,-1
500,@valoproduction,M,-1
501,@StessaMi,U,-1
502,@76Drago,F,-1
503,@CarloBelli6,M,-1
504,@rombertollini,M,-1
505,@MauroBronsky,M,-1
506,@CalonghiAndrea,M,-1
507,@fioritovittori1,M,-1
508,@galunniproietti,M,-1
509,@Marco_Mazza_,M,-1
510,@Jokart2,M,-1
511,@manninobordet,M,-1
512,@MAmirans,M,-1
513,@MarinellaCat,F,-1
514,@CantoroPas,M,-1
515,@ChristenaAttia,F,-1
516,@MarcellaTinto,F,-1
517,@roberto_sindaco,M,-1
518,@CarboneGeneroso,M,-1
519,@Mary_Cavallaro,F,-1
520,@Cantastelle75Da,M,-1
521,@RubyMaurizio,M,-1
522,@FontanaGianni,M,-1
523,@bucca_angela,F,-1
524,@davidepica,M,-1
525,@Michele56612989,M,-1
526,@FabrySimonini,M,-1
527,@fix_ste,M,-1
528,@SguegliaEnzo,M,-1
529,@Sardamen,M,-1
530,@astrid_sfm,F,-1
531,@Frances86519376,M,-1
532,@giocaratelli,F,-1
533,@alberomastro,M,-1
534,@Siilviasilsil,F,-1
535,@FascianiRoberto,M,-1
536,@salvatorefosche,M,-1
537,@76cekk,M,-1
538,@lucaboldrini69,M,-1
539,@_eximus,M,-1
540,@Gioreds7,M,-1
541,@gattoluigi,M,-1
542,@vromano2,F,-1
543,@guesswhosback93,F,-1
544,@controversjal,F,-1
545,@michelaterzano,F,-1
546,@NicholasMasetti,M,-1
547,@MatteBrizz,M,-1
548,@JeanReure,M,-1
549,@vittoriomasotta,M,-1
550,@Angela67892116,F,-1
551,@Umbris_,F,-1
552,@FioreLettera,M,-1
553,@puddu1971,M,-1
554,@Ivan8398421179,M,-1
555,@NicolaDistazio,M,-1
556,@kaucuku,U,-1
557,@RovitoCarlo,M,-1
558,@EZoppolato,M,-1
559,@Giusy_1284,F,-1
560,@giuliamon_,F,-1
561,@KatiaPammolli,F,-1
562,@Belubet,F,-1
563,@MassimoCotelle1,M,-1
564,@lucia_mirti,F,-1
565,@AnnaMariaAless4,F,-1
566,@stasytrev,F,-1
567,@LinaFornarola,F,-1
568,@Navrm,M,-1
569,@perna_flavio,M,-1
570,@BomfantiEnrico,M,-1
571,@mistore74,M,-1
572,@amedeo532,M,-1
573,@GabriF90,M,-1
574,@LitjaOrlend,F,-1
575,@WalterDiGaspero,M,-1
576,@Cambioinmeglio,F,-1
577,@Baturzo,M,-1
578,@lorenzo_aurelio,M,-1
579,@Desiree_Chirico,F,-1
580,@Noenoe59565194,F,-1
581,@calvi1956,F,-1
582,@Decioddc,M,-1
583,@74Scimemi,F,-1
584,@robertomeniconi,M,-1
585,@italia_riccardo,M,-1
586,@ahecco1,U,-1
587,@sanzanga78,F,-1
588,@Lollergirl,F,-1
589,@morgenstund3,M,-1
590,@rogerasesor,M,-1
591,@giusy_for87,F,-1
592,@SAGGEIDEE,M,-1
593,@Cristina5101965,F,-1
594,@ValerioVanin,M,-1
595,@LasalmadiLenin,M,-1
596,@franco78095388,M,-1
597,@AngelaPulliero,F,-1
598,@Findus_e_Basta,F,-1
599,@LuciaPennesi80,F,-1
600,@cigus55,U,-1
601,@AntonellaDanneo,F,-1
602,@LaScimmiaFa,U,-1
603,@_aint_none,M,-1
604,@bobonardi,M,-1
605,@rukumaz,M,-1
606,@carpa433,M,-1
607,@Daniela28399848,F,-1
608,@LorenzoTassi4,M,-1
609,@EnricoFin,M,-1
610,@mariadonzella1,F,-1
611,@18_robina,F,-1
612,@Lorenzo59994649,M,-1
613,@CaseIndex9,U,-1
614,@EmanueleRegi,M,-1
615,@GNU_Alex92,M,-1
616,@silviagialdi,F,-1
617,@Ayaorania,F,-1
618,@pieranna64,F,-1
619,@iFafi98,M,-1
620,@raravoltu,M,-1
621,@umbertoshorty9,M,-1
622,@TeoTacconi,M,-1
623,@teipalo,M,-1
624,@tradercredit,F,-1
625,@MeciMirko,M,-1
626,@r_liberatore,M,-1
627,@MicheLoverier,F,-1
628,@Alice16463983,F,-1
629,@gifu01,M,-1
630,@FedericoBonci,M,-1
631,@lunacavolo,F,-1
632,@ManuManuf76,F,-1
633,@RosaOsti,F,-1
634,@crazy_My_Mind,F,-1
635,@luigicaroppo,M,-1
636,@speriamocmlcavo,M,-1
637,@Stefaniarigan0,F,-1
638,@CamisaniTommaso,M,-1
639,@RaffaellaScelzi,F,-1
640,@acidOHtranexami,M,-1
641,@samunavarra,M,-1
642,@atonusil,M,-1
643,@burifra,M,-1
644,@gpeterle64,M,-1
645,@scafato,M,-1
646,@AnnaDiPaolo6,F,-1
647,@Gerry32603057,M,-1
648,@GioGirometti,F,-1
649,@FedericaSarra03,F,-1
650,@AleRolandi,M,-1
651,@LellaPreiato,F,-1
652,@Essedoppia1,F,-1
653,@SVescovi,M,-1
654,@GBonaviri,F,-1
655,@miranda_alain,M,-1
656,@thegroovebug,M,-1
657,@danilorispo,M,-1
658,@ellylor,F,-1
659,@murgianton1,U,-1
660,@mangiale88,U,-1
661,@luciavanin12,F,-1
662,@Anto94Randino,M,-1
663,@IlMarchese12,M,-1
664,@cordoni_luca,M,-1
665,@paolo_sisto,M,-1
666,@LadyBacillus,F,-1
667,@RiccardoBertoni,M,-1
668,@vperretta1,M,-1
669,@phderigo,M,-1
670,@fazeel_117,M,-1
671,@SimoArt3,F,-1
672,@enzoservillo_,M,-1
673,@Gioacchino,M,-1
674,@antimonia,F,-1
675,@FedericoPietra,M,-1
676,@francaesca,F,-1
677,@Leonard21551347,M,-1
678,@oscarsabotaggio,M,-1
679,@Erikaaconlak,F,-1
680,@CristianoLomon1,M,-1
681,@Giulia24538642,F,-1
682,@SolaraBlade,F,-1
683,@ldecristofaro52,M,-1
684,@giampa70014021,M,-1
685,@matteomilazzo6,M,-1
686,@JPablo06664708,M,-1
687,@IbrahimaSanou,M,-1
688,@MBonaiuto,F,-1
689,@lucysave,F,-1
690,@pigramano,F,-1
691,@fciardy,M,-1
692,@Maancheno16,U,-1
693,@RitaGattini,F,-1
694,@pietro008,M,-1
695,@RitaAstarita,F,-1
696,@Gio1768,M,-1
697,@angus6malcom,F,-1
698,@nichilista_il,M,-1
699,@blackpurpose_,F,-1
700,@Elettra2019,F,-1
701,@MagoGabriel1,M,-1
702,@fran_colino,M,-1
703,@Pavlos30733316,M,-1
704,@tonyxzt,M,-1
705,@irene_pirotta,F,-1
706,@LiottiFederico,M,-1
707,@Effe_EffeTi,F,-1
708,@Punto_f_,F,-1
709,@domenicoluca64,M,-1
710,@CristinaMontag4,F,-1
711,@TGanzelmi,F,-1
712,@Liliana56744870,F,-1
713,@maxvex79,M,-1
714,@Manugiubba,M,-1
715,@Ros71117996,M,-1
716,@mauguidi,M,-1
717,@DanielaDeCarlo2,F,-1
718,@morenasilingard,F,-1
719,@lucamainacc,M,-1
720,@Gabrontolo_72,M,-1
721,@TommasiGiuliano,M,-1
722,@RaffaRina,F,-1
723,@annagu75,F,-1
724,@cesare_mattioli,M,-1
725,@Faro101079,M,-1
726,@MariP1951,M,-1
727,@Serenil1974,F,-1
728,@albertina_nania,F,-1
729,@vedochiara,F,-1
730,@Mauro16751503,M,-1
731,@AddioAntimo,M,-1
732,@AndreaGiacomaz4,M,-1
733,@DanielaNascetti,F,-1
734,@Alessan93551917,M,-1
735,@enricoantignati,M,-1
736,@Morena21032102,F,-1
737,@Sabbienere,F,-1
738,@grass_piazz,M,-1
739,@CrDallaCosta,M,-1
740,@ClaudioOnofri1,M,-1
741,@fabrizio_fossi,M,-1
742,@ecoclippings,M,-1
743,@RaffrubRaffaele,M,-1
744,@andreapisano13,M,-1
745,@P_Springhetti,F,-1
746,@roccoroccia67,M,-1
747,@Bepo29015062,M,-1
748,@SaraMonaci,F,-1
749,@lucert,F,-1
750,@mariellaplotino,F,-1
751,@angebia_,F,-1
752,@martifornu,M,-1
753,@TENNISMINGO,M,-1
754,@MariaClaudiaNi4,F,-1
755,@enricocasa03,M,-1
756,@jaco_pregno,M,-1
757,@AntoninoAzzara3,M,-1
758,@lucacortesi10,M,-1
759,@emilialanzillo1,F,-1
760,@camillaa_garbin,F,-1
761,@ChiessiM,M,-1
762,@JeninePrinicpe,F,-1
763,@DONATELLAGRECO1,F,-1
764,@GPal90,M,-1
765,@MersoniStefania,F,-1
766,@daniele_gi_,M,-1
767,@DANIELAM1982,F,-1
768,@noemilucido,F,-1
769,@gabriele_sola,M,-1
770,@Pluto89255177,M,-1
771,@Carmanas,M,-1
772,@Mas_Raf71,M,-1
773,@Benedet11512827,F,-1
774,@inimair,F,-1
775,@m_carnevale69,M,-1
776,@AlessandroBera1,M,-1
777,@pfilisub,M,-1
778,@9988Guage,U,-1
779,@FreudianiArturo,M,-1
780,@soniabartolotta,F,-1
781,@Mandragora142,F,-1
782,@MauroLovato4,M,-1
783,@GCatalanotti,M,-1
784,@Sillybosimini,F,-1
785,@AlbertoMattina,M,-1
786,@MirkoFloria,M,-1
787,@Lucetta88149700,F,-1
788,@M_ArturoSofia,M,-1
789,@Verdad77584658,F,-1
790,@ilmoralizzato20,M,-1
791,@osvaldo_barba1,M,-1
792,@GianmarcoIaria,M,-1
793,@LorellaTodeschi,F,-1
794,@Raffael62369777,M,-1
795,@guizetto,M,-1
796,@MaurizioPicciol,M,-1
797,@BeatriceTebaldi,F,-1
798,@gzanchettin1,M,-1
799,@marco5375,M,-1
800,@SergioArrigotti,M,-1
801,@NaomiSeye,F,-1
802,@GaiaFerreri2,F,-1
803,@dferrax,F,-1
804,@norag74,F,-1
805,@AlbertoGostoli,M,-1
806,@RossCasc1,F,-1
807,@giovaflorio85,M,-1
808,@e_lento,M,-1
809,@FedericoBarbe14,M,-1
810,@settemea,F,-1
811,@CarloBarnaba,M,-1
812,@DanteFarricella,M,-1
813,ROGER45051311,M,-1
814,coiatelli,M,-1
815,robertofolco,M,-1
816,maestroubaldo2,M,-1
817,FrancescoCante7,M,-1
818,Lollergirl,F,-1
819,edobaaustin,M,-1
820,sco_lucy,F,-1
821,fedemattei85,M,-1
822,MauriGiorda,M,-1
823,GiuseppeSaran,M,-1
824,vittoriomasotta,M,-1
825,SigBianchi,M,-1
826,ginoliba1,M,-1
827,PasiniCaFoscari,M,-1
828,PietroTogni2,M,-1
829,mgianluca74,M,-1
830,LorenzoTassi4,M,-1
831,Clouisxx,F,-1
832,Art1Piemonte,U,-1
833,syedmudassir655,M,-1
834,Michele03045402,M,-1
835,PaoloAnastasio1,M,-1
836,AngelaPulliero,F,-1
837,KatiaPammolli,F,-1
838,spa_dmc,U,-1
839,michelepace324,M,-1
840,Alessandro_De_L,M,-1
841,AVezzulli,M,-1
842,MatteBrizz,M,-1
843,LoGiovi,F,-1
844,MicheleGaming,M,-1
845,noemibagnoli,F,-1
846,littlebylittle2,F,-1
847,DomenicoSolazz2,M,-1
848,MaryC25117858,M,-1
849,mauuriziopellic,M,-1
850,umbertocostab,M,-1
851,PCapitano2,U,-1
852,DanielaDecinti,F,-1
853,LorenzoPierin15,M,-1
854,IoSonoerMejo,M,-1
855,BayaAissaoui1,F,-1
856,cribep,F,-1
857,AntonellaStara2,F,-1
858,fedeiix,M,-1
859,lorenzo_aurelio,M,-1
860,CristallRusso,F,-1
861,MassimoCotelle1,M,-1
862,luigissimo,M,-1
863,maxxo55,M,-1
864,IBRAHIMHOLLA3,M,-1
865,carpa433,F,-1
866,GiacomoDetomaso,M,-1
867,ivanalarotonda,F,-1
868,ValerioVanin,M,-1
869,Biagio33528424,M,-1
870,sandraamurri1,F,-1
871,ahecco1,M,-1
872,Jamezvader1194,M,-1
873,MagroneFranco,M,-1
874,CLeghista,M,-1
875,Katrosh2,M,-1
876,giusepp92017894,U,-1
877,Lucio02555909,U,-1
878,AlfioMontalbano,M,-1
879,Alessan19635294,M,-1
880,paolodecarlo3,M,-1
881,antonella19821,F,-1
882,dessi_veronica,F,-1
883,SinceroSalvini,M,-1
884,Eternauta64,M,-1
885,Carmelo17091973,M,-1
886,RobertoSbabo,M,-1
887,atuttapolitica,M,-1
888,xreynoldsisbae,M,-1
889,pichi84,M,-1
890,pest1975,F,-1
891,49focs,C,-1
892,a64be1ad6c7b4b9,F,-1
893,ArchivioCgilBo,U,-1
894,CalonghiAndrea,M,-1
895,ggavii,U,-1
896,AndreaMarini_99,M,-1
897,GiuliaBerillo,F,-1
898,Giusy_1284,F,-1
899,RogerRanko,M,-1
900,pmko_,M,-1
901,giulianostermi1,M,-1
902,JTF731,M,-1
